sample_id,model,sample_type,S,D,R,metric,value
gen:accept_a_svt:S0177,qwen3_vl_8b,Conflict,0.00351862626998182,13.01803306723719,0.9911380019550313,D,13.01803306723719
gen:accept_a_svt:S0177,qwen3_vl_8b,Conflict,0.00351862626998182,13.01803306723719,0.9911380019550313,abs_R,0.9911380019550313
gen:accept_a_svt:S0182,qwen3_vl_8b,Conflict,0.012734237583765707,15.166972798474799,0.9286707088696934,S,0.012734237583765707
gen:accept_a_svt:S0186,qwen3_vl_8b,Conflict,0.02367916759882774,5.2326231719944785,0.4776191036553579,S,0.02367916759882774
gen:accept_a_svt:S0193,qwen3_vl_8b,Conflict,0.004099667555070595,13.594809232817399,0.98514663148247,S,0.004099667555070595
gen:accept_a_svt:S0193,qwen3_vl_8b,Conflict,0.004099667555070595,13.594809232817399,0.98514663148247,D,13.594809232817399
gen:accept_a_svt:S0193,qwen3_vl_8b,Conflict,0.004099667555070595,13.594809232817399,0.98514663148247,abs_R,0.98514663148247
gen:accept_a_svt:S0198,qwen3_vl_8b,Conflict,0.02408732852987197,7.603408364649489,0.9751994362621211,S,0.02408732852987197
gen:accept_a_svt:S0200,qwen3_vl_8b,Conflict,0.029625511706632912,9.454692011720596,0.975780840671782,S,0.029625511706632912
gen:accept_a_svt:S0207,qwen3_vl_8b,Conflict,0.024192784075760393,10.991814704083092,0.8179495536743221,S,0.024192784075760393
gen:accept_a_svt:S0221,qwen3_vl_8b,Conflict,0.00606916844488293,8.836583067936328,0.6065967764825378,S,0.00606916844488293
gen:accept_a_svt:S0221,qwen3_vl_8b,Conflict,0.00606916844488293,8.836583067936328,0.6065967764825378,D,8.836583067936328
gen:accept_a_svt:S0233,qwen3_vl_8b,Conflict,0.0053269292487492905,10.651829645462112,0.9531287186337603,S,0.0053269292487492905
gen:accept_a_svt:S0233,qwen3_vl_8b,Conflict,0.0053269292487492905,10.651829645462112,0.9531287186337603,D,10.651829645462112
gen:accept_a_svt:S0235,qwen3_vl_8b,Conflict,0.002999082468249658,12.584082182283337,0.972335770117132,S,0.002999082468249658
gen:accept_a_svt:S0235,qwen3_vl_8b,Conflict,0.002999082468249658,12.584082182283337,0.972335770117132,D,12.584082182283337
gen:accept_a_svt:S0235,qwen3_vl_8b,Conflict,0.002999082468249658,12.584082182283337,0.972335770117132,abs_R,0.972335770117132
gen:accept_a_svt:S0238,qwen3_vl_8b,Conflict,0.006055704052371369,8.98330384285667,0.8090143458195336,S,0.006055704052371369
gen:accept_a_svt:S0238,qwen3_vl_8b,Conflict,0.006055704052371369,8.98330384285667,0.8090143458195336,D,8.98330384285667
gen:accept_a_svt:S0245,qwen3_vl_8b,Conflict,0.003695196400423243,12.066013829230494,0.95234166725291,S,0.003695196400423243
gen:accept_a_svt:S0245,qwen3_vl_8b,Conflict,0.003695196400423243,12.066013829230494,0.95234166725291,D,12.066013829230494
gen:accept_a_svt:S0245,qwen3_vl_8b,Conflict,0.003695196400423243,12.066013829230494,0.95234166725291,abs_R,0.95234166725291
gen:accept_a_svt:S0247,qwen3_vl_8b,Conflict,0.0032850009744426942,13.667390320755043,0.9708811666559002,S,0.0032850009744426942
gen:accept_a_svt:S0247,qwen3_vl_8b,Conflict,0.0032850009744426942,13.667390320755043,0.9708811666559002,D,13.667390320755043
gen:accept_a_svt:S0247,qwen3_vl_8b,Conflict,0.0032850009744426942,13.667390320755043,0.9708811666559002,abs_R,0.9708811666559002
gen:accept_a_svt:S0254,qwen3_vl_8b,Conflict,0.01832252861913591,12.119965330341785,0.9852379926581348,S,0.01832252861913591
gen:accept_a_svt:S0267,qwen3_vl_8b,Conflict,0.01605902828981762,7.2407372011872875,0.986547280435678,S,0.01605902828981762
gen:accept_a_svt:S0291,qwen3_vl_8b,Conflict,0.010042560965306598,9.348034156837638,0.9296789072376022,S,0.010042560965306598
gen:accept_a_svt:S0305,qwen3_vl_8b,Conflict,0.004564499836839267,9.963212868890787,0.9248451693084777,S,0.004564499836839267
gen:accept_a_svt:S0305,qwen3_vl_8b,Conflict,0.004564499836839267,9.963212868890787,0.9248451693084777,D,9.963212868890787
gen:accept_a_svt:S0307,qwen3_vl_8b,Conflict,0.004722268730930213,9.351416946345966,0.9940345675668094,S,0.004722268730930213
gen:accept_a_svt:S0307,qwen3_vl_8b,Conflict,0.004722268730930213,9.351416946345966,0.9940345675668094,D,9.351416946345966
gen:accept_a_svt:S0313,qwen3_vl_8b,Conflict,0.004515885520737375,7.469605493170576,0.7027314376933615,S,0.004515885520737375
gen:accept_a_svt:S0313,qwen3_vl_8b,Conflict,0.004515885520737375,7.469605493170576,0.7027314376933615,D,7.469605493170576
gen:accept_a_svt:S0315,qwen3_vl_8b,Conflict,0.011667718020326205,4.168721468172396,0.8371806729036747,S,0.011667718020326205
gen:accept_a_svt:S0323,qwen3_vl_8b,Conflict,0.035805879282935237,6.71940937126647,0.9632574856194296,S,0.035805879282935237
gen:accept_a_svt:S0329,qwen3_vl_8b,Conflict,0.003434260434557365,8.636682446535215,0.8160559211988687,S,0.003434260434557365
gen:accept_a_svt:S0329,qwen3_vl_8b,Conflict,0.003434260434557365,8.636682446535215,0.8160559211988687,D,8.636682446535215
gen:accept_a_svt:S0331,qwen3_vl_8b,Conflict,0.003360987083019537,14.204772576876989,-0.6150455461679282,S,0.003360987083019537
gen:accept_a_svt:S0331,qwen3_vl_8b,Conflict,0.003360987083019537,14.204772576876989,-0.6150455461679282,D,14.204772576876989
gen:accept_a_svt:S0331,qwen3_vl_8b,Conflict,0.003360987083019537,14.204772576876989,-0.6150455461679282,abs_R,0.6150455461679282
gen:accept_a_svt:S0332,qwen3_vl_8b,Conflict,0.012522058366779611,14.505315230016482,0.5614290096281163,S,0.012522058366779611
gen:accept_a_svt:S0335,qwen3_vl_8b,Conflict,0.02009166581374981,3.010560830732123,0.7246703838010797,S,0.02009166581374981
gen:accept_a_svt:S0342,qwen3_vl_8b,Conflict,0.005566057413687619,8.835606049334048,0.8974200606128746,S,0.005566057413687619
gen:accept_a_svt:S0342,qwen3_vl_8b,Conflict,0.005566057413687619,8.835606049334048,0.8974200606128746,D,8.835606049334048
gen:accept_a_svt:S0355,qwen3_vl_8b,Conflict,0.007644493694840233,17.301198303245137,0.9812552929829276,S,0.007644493694840233
gen:accept_a_svt:S0355,qwen3_vl_8b,Conflict,0.007644493694840233,17.301198303245137,0.9812552929829276,D,17.301198303245137
gen:accept_a_svt:S0355,qwen3_vl_8b,Conflict,0.007644493694840233,17.301198303245137,0.9812552929829276,abs_R,0.9812552929829276
gen:accept_a_svt:S0362,qwen3_vl_8b,Conflict,0.008267054272990407,9.618242189645096,0.5640651315961647,S,0.008267054272990407
gen:accept_a_svt:S0362,qwen3_vl_8b,Conflict,0.008267054272990407,9.618242189645096,0.5640651315961647,D,9.618242189645096
gen:accept_a_svt:S0364,qwen3_vl_8b,Conflict,0.005678278113297157,7.7423307428816015,0.549798168206768,S,0.005678278113297157
gen:accept_a_svt:S0364,qwen3_vl_8b,Conflict,0.005678278113297157,7.7423307428816015,0.549798168206768,D,7.7423307428816015
gen:accept_a_svt:S0373,qwen3_vl_8b,Conflict,0.004520194566865268,15.516350656488749,0.953554339828005,S,0.004520194566865268
gen:accept_a_svt:S0373,qwen3_vl_8b,Conflict,0.004520194566865268,15.516350656488749,0.953554339828005,D,15.516350656488749
gen:accept_a_svt:S0373,qwen3_vl_8b,Conflict,0.004520194566865268,15.516350656488749,0.953554339828005,abs_R,0.953554339828005
gen:accept_a_svt:S0375,qwen3_vl_8b,Conflict,0.007014938339400335,9.273454258339427,0.6559683731102791,S,0.007014938339400335
gen:accept_a_svt:S0375,qwen3_vl_8b,Conflict,0.007014938339400335,9.273454258339427,0.6559683731102791,D,9.273454258339427
gen:accept_a_svt:S0390,qwen3_vl_8b,Conflict,0.011442013290248102,5.046535241699064,0.8753559281724965,S,0.011442013290248102
gen:accept_a_svt:S0393,qwen3_vl_8b,Conflict,0.006214075076185349,21.699012724273498,0.8970334916112227,S,0.006214075076185349
gen:accept_a_svt:S0393,qwen3_vl_8b,Conflict,0.006214075076185349,21.699012724273498,0.8970334916112227,D,21.699012724273498
gen:accept_a_svt:S0393,qwen3_vl_8b,Conflict,0.006214075076185349,21.699012724273498,0.8970334916112227,abs_R,0.8970334916112227
gen:accept_a_svt:S0396,qwen3_vl_8b,Conflict,0.013055712013269447,6.964099244561368,0.7241528350837956,S,0.013055712013269447
gen:accept_a_svt:S0412,qwen3_vl_8b,Conflict,0.006035967805013966,11.85878745248045,0.8590885021637202,S,0.006035967805013966
gen:accept_a_svt:S0412,qwen3_vl_8b,Conflict,0.006035967805013966,11.85878745248045,0.8590885021637202,D,11.85878745248045
gen:accept_a_svt:S0423,qwen3_vl_8b,Conflict,0.004867570423960051,9.98636541944206,0.2852763963183629,S,0.004867570423960051
gen:accept_a_svt:S0423,qwen3_vl_8b,Conflict,0.004867570423960051,9.98636541944206,0.2852763963183629,D,9.98636541944206
gen:accept_a_svt:S0424,qwen3_vl_8b,Conflict,0.00796537302789283,9.783056508843124,0.043423594816968496,S,0.00796537302789283
gen:accept_a_svt:S0424,qwen3_vl_8b,Conflict,0.00796537302789283,9.783056508843124,0.043423594816968496,D,9.783056508843124
gen:accept_a_svt:S0426,qwen3_vl_8b,Conflict,0.006686233725676759,12.363656754352215,0.7526231908571969,S,0.006686233725676759
gen:accept_a_svt:S0426,qwen3_vl_8b,Conflict,0.006686233725676759,12.363656754352215,0.7526231908571969,D,12.363656754352215
gen:accept_a_svt:S0426,qwen3_vl_8b,Conflict,0.006686233725676759,12.363656754352215,0.7526231908571969,abs_R,0.7526231908571969
gen:accept_a_svt:S0429,qwen3_vl_8b,Conflict,0.007622316888238944,11.841165330692325,0.22587390388020406,S,0.007622316888238944
gen:accept_a_svt:S0429,qwen3_vl_8b,Conflict,0.007622316888238944,11.841165330692325,0.22587390388020406,D,11.841165330692325
gen:accept_a_svt:S0432,qwen3_vl_8b,Conflict,0.007284475319468987,10.6324984519788,0.8949897816133227,S,0.007284475319468987
gen:accept_a_svt:S0432,qwen3_vl_8b,Conflict,0.007284475319468987,10.6324984519788,0.8949897816133227,D,10.6324984519788
gen:accept_a_svt:S0443,qwen3_vl_8b,Conflict,0.004798369463444481,13.703373599306156,0.11069998002167637,S,0.004798369463444481
gen:accept_a_svt:S0443,qwen3_vl_8b,Conflict,0.004798369463444481,13.703373599306156,0.11069998002167637,D,13.703373599306156
gen:accept_a_svt:S0443,qwen3_vl_8b,Conflict,0.004798369463444481,13.703373599306156,0.11069998002167637,abs_R,0.11069998002167637
gen:accept_a_svt:S0444,qwen3_vl_8b,Conflict,0.007994016078846351,12.467173264710896,0.6591259697504863,S,0.007994016078846351
gen:accept_a_svt:S0444,qwen3_vl_8b,Conflict,0.007994016078846351,12.467173264710896,0.6591259697504863,D,12.467173264710896
gen:accept_a_svt:S0444,qwen3_vl_8b,Conflict,0.007994016078846351,12.467173264710896,0.6591259697504863,abs_R,0.6591259697504863
gen:accept_a_svt:S0448,qwen3_vl_8b,Conflict,0.004491094648044155,13.394858531384427,0.2654332822268175,S,0.004491094648044155
gen:accept_a_svt:S0448,qwen3_vl_8b,Conflict,0.004491094648044155,13.394858531384427,0.2654332822268175,D,13.394858531384427
gen:accept_a_svt:S0448,qwen3_vl_8b,Conflict,0.004491094648044155,13.394858531384427,0.2654332822268175,abs_R,0.2654332822268175
gen:accept_a_svt:S0449,qwen3_vl_8b,Conflict,0.005606722199825835,10.744069040330302,0.3214466517932613,S,0.005606722199825835
gen:accept_a_svt:S0449,qwen3_vl_8b,Conflict,0.005606722199825835,10.744069040330302,0.3214466517932613,D,10.744069040330302
gen:accept_a_svt:S0467,qwen3_vl_8b,Conflict,0.004836118618456667,6.680676300428379,0.487626007781465,S,0.004836118618456667
gen:accept_a_svt:S0467,qwen3_vl_8b,Conflict,0.004836118618456667,6.680676300428379,0.487626007781465,D,6.680676300428379
gen:accept_a_svt:S0470,qwen3_vl_8b,Conflict,0.007289294058953168,9.54869764937574,0.2615685956069708,S,0.007289294058953168
gen:accept_a_svt:S0470,qwen3_vl_8b,Conflict,0.007289294058953168,9.54869764937574,0.2615685956069708,D,9.54869764937574
gen:accept_a_svt:S0484,qwen3_vl_8b,Conflict,0.004512821194080522,11.82689755478923,0.9379981075440935,S,0.004512821194080522
gen:accept_a_svt:S0484,qwen3_vl_8b,Conflict,0.004512821194080522,11.82689755478923,0.9379981075440935,D,11.82689755478923
gen:accept_a_svt:S0486,qwen3_vl_8b,Conflict,0.0034922983063464448,11.520508626751191,0.9697835609904825,S,0.0034922983063464448
gen:accept_a_svt:S0486,qwen3_vl_8b,Conflict,0.0034922983063464448,11.520508626751191,0.9697835609904825,D,11.520508626751191
gen:accept_a_svt:S0497,qwen3_vl_8b,Conflict,0.00844249457826117,11.1538516548773,0.823414210834975,S,0.00844249457826117
gen:accept_a_svt:S0499,qwen3_vl_8b,Conflict,0.006209423893593083,10.920446476830072,0.6717686683421907,S,0.006209423893593083
gen:accept_a_svt:S0499,qwen3_vl_8b,Conflict,0.006209423893593083,10.920446476830072,0.6717686683421907,D,10.920446476830072
gen:accept_a_svt:S0506,qwen3_vl_8b,Conflict,0.0058511380854960925,10.342870503579656,0.8798992112412262,S,0.0058511380854960925
gen:accept_a_svt:S0506,qwen3_vl_8b,Conflict,0.0058511380854960925,10.342870503579656,0.8798992112412262,D,10.342870503579656
gen:accept_a_svt:S0533,qwen3_vl_8b,Conflict,0.005229384025787739,8.937874805760195,0.7784158522567165,S,0.005229384025787739
gen:accept_a_svt:S0533,qwen3_vl_8b,Conflict,0.005229384025787739,8.937874805760195,0.7784158522567165,D,8.937874805760195
gen:accept_a_svt:S0538,qwen3_vl_8b,Conflict,0.00510381082090329,10.407561710390734,-0.14859964266253636,S,0.00510381082090329
gen:accept_a_svt:S0538,qwen3_vl_8b,Conflict,0.00510381082090329,10.407561710390734,-0.14859964266253636,D,10.407561710390734
gen:accept_a_svt:S0540,qwen3_vl_8b,Conflict,0.007567382524054342,8.327194719283002,0.9376031357021222,S,0.007567382524054342
gen:accept_a_svt:S0540,qwen3_vl_8b,Conflict,0.007567382524054342,8.327194719283002,0.9376031357021222,D,8.327194719283002
gen:accept_a_svt:S0541,qwen3_vl_8b,Conflict,0.010548969498994329,8.93666568605906,0.825122856783563,S,0.010548969498994329
gen:accept_a_svt:S0551,qwen3_vl_8b,Conflict,0.00704435768259187,9.08605032652807,0.9330112164746768,S,0.00704435768259187
gen:accept_a_svt:S0551,qwen3_vl_8b,Conflict,0.00704435768259187,9.08605032652807,0.9330112164746768,D,9.08605032652807
gen:accept_a_svt:S0554,qwen3_vl_8b,Conflict,0.02679057462724867,3.683995172503335,0.9073371460780578,S,0.02679057462724867
gen:accept_a_svt:S0558,qwen3_vl_8b,Conflict,0.008231867011992458,7.254505104735168,0.8564122023460304,S,0.008231867011992458
gen:accept_a_svt:S0558,qwen3_vl_8b,Conflict,0.008231867011992458,7.254505104735168,0.8564122023460304,D,7.254505104735168
gen:accept_a_svt:S0566,qwen3_vl_8b,Conflict,0.006115409258851877,8.263785800749284,0.7456104112744508,S,0.006115409258851877
gen:accept_a_svt:S0566,qwen3_vl_8b,Conflict,0.006115409258851877,8.263785800749284,0.7456104112744508,D,8.263785800749284
gen:accept_a_svt:S0568,qwen3_vl_8b,Conflict,0.0073172704572641535,6.653810721621823,0.8991025610115467,S,0.0073172704572641535
gen:accept_a_svt:S0568,qwen3_vl_8b,Conflict,0.0073172704572641535,6.653810721621823,0.8991025610115467,D,6.653810721621823
gen:accept_a_svt:S0570,qwen3_vl_8b,Conflict,0.010651708785454453,6.776850685108768,0.9521518894157446,S,0.010651708785454453
gen:accept_a_svt:S0571,qwen3_vl_8b,Conflict,0.018225620519768792,4.794787940646424,0.9236047450680832,S,0.018225620519768792
gen:accept_a_svt:S0573,qwen3_vl_8b,Conflict,0.01158806340486354,6.29546319141705,0.9522689295491542,S,0.01158806340486354
gen:accept_a_svt:S0576,qwen3_vl_8b,Conflict,0.017780061920898333,5.971163712807534,0.9807927411482718,S,0.017780061920898333
gen:accept_a_svt:S0582,qwen3_vl_8b,Conflict,0.008750012911641772,9.66523367119098,0.9133445569257354,S,0.008750012911641772
gen:accept_a_svt:S0593,qwen3_vl_8b,Conflict,0.007855980350875785,11.000982039406118,0.3533512936021792,S,0.007855980350875785
gen:accept_a_svt:S0593,qwen3_vl_8b,Conflict,0.007855980350875785,11.000982039406118,0.3533512936021792,D,11.000982039406118
gen:accept_a_svt:S0598,qwen3_vl_8b,Conflict,0.004469058432265299,10.729794268968211,0.9554258514056837,S,0.004469058432265299
gen:accept_a_svt:S0598,qwen3_vl_8b,Conflict,0.004469058432265299,10.729794268968211,0.9554258514056837,D,10.729794268968211
gen:accept_a_svt:S0605,qwen3_vl_8b,Conflict,0.007135860578458126,7.455150986971361,0.9387922900213059,S,0.007135860578458126
gen:accept_a_svt:S0605,qwen3_vl_8b,Conflict,0.007135860578458126,7.455150986971361,0.9387922900213059,D,7.455150986971361
gen:accept_a_svt:S0611,qwen3_vl_8b,Conflict,0.008328065258183316,7.787373700669514,0.9169506966360134,S,0.008328065258183316
gen:accept_a_svt:S0611,qwen3_vl_8b,Conflict,0.008328065258183316,7.787373700669514,0.9169506966360134,D,7.787373700669514
gen:accept_a_svt:S0616,qwen3_vl_8b,Conflict,0.007057005306515537,7.905112764739428,0.879816117893438,S,0.007057005306515537
gen:accept_a_svt:S0616,qwen3_vl_8b,Conflict,0.007057005306515537,7.905112764739428,0.879816117893438,D,7.905112764739428
gen:accept_a_svt:S0623,qwen3_vl_8b,Conflict,0.008642010721496198,7.823183851845093,0.9756017916236224,S,0.008642010721496198
gen:accept_a_svt:S0632,qwen3_vl_8b,Conflict,0.025715029774753633,6.106609618250186,0.9226122368084907,S,0.025715029774753633
gen:accept_a_svt:S0636,qwen3_vl_8b,Conflict,0.00722305088675172,10.744342469356912,0.8648449388042314,S,0.00722305088675172
gen:accept_a_svt:S0636,qwen3_vl_8b,Conflict,0.00722305088675172,10.744342469356912,0.8648449388042314,D,10.744342469356912
gen:accept_a_svt:S0637,qwen3_vl_8b,Conflict,0.007195494321843396,6.6905195353261,0.9211550995540688,S,0.007195494321843396
gen:accept_a_svt:S0637,qwen3_vl_8b,Conflict,0.007195494321843396,6.6905195353261,0.9211550995540688,D,6.6905195353261
gen:accept_a_svt:S0656,qwen3_vl_8b,Conflict,0.005819787736575376,9.151884506700071,0.9392489759807068,S,0.005819787736575376
gen:accept_a_svt:S0656,qwen3_vl_8b,Conflict,0.005819787736575376,9.151884506700071,0.9392489759807068,D,9.151884506700071
gen:accept_a_svt:S0658,qwen3_vl_8b,Conflict,0.007966877101255163,8.935704838070711,0.8594032237535728,S,0.007966877101255163
gen:accept_a_svt:S0658,qwen3_vl_8b,Conflict,0.007966877101255163,8.935704838070711,0.8594032237535728,D,8.935704838070711
gen:accept_a_svt:S0661,qwen3_vl_8b,Conflict,0.00496121560456846,10.338595008460917,0.9449370331112665,S,0.00496121560456846
gen:accept_a_svt:S0661,qwen3_vl_8b,Conflict,0.00496121560456846,10.338595008460917,0.9449370331112665,D,10.338595008460917
gen:accept_a_svt:S0666,qwen3_vl_8b,Conflict,0.00846727892118721,8.845657095159595,0.7453471977076342,S,0.00846727892118721
gen:accept_a_svt:S0667,qwen3_vl_8b,Conflict,0.006366817900697368,8.890026254953636,0.9416690672676875,S,0.006366817900697368
gen:accept_a_svt:S0667,qwen3_vl_8b,Conflict,0.006366817900697368,8.890026254953636,0.9416690672676875,D,8.890026254953636
gen:accept_a_svt:S0677,qwen3_vl_8b,Conflict,0.005961924640508855,8.718074372951863,0.8444193607259466,S,0.005961924640508855
gen:accept_a_svt:S0677,qwen3_vl_8b,Conflict,0.005961924640508855,8.718074372951863,0.8444193607259466,D,8.718074372951863
gen:accept_a_svt:S0689,qwen3_vl_8b,Conflict,0.008611532311592132,11.289783842537146,0.5318404319030561,S,0.008611532311592132
gen:accept_a_svt:S0711,qwen3_vl_8b,Conflict,0.0402767609244619,9.203236748509088,0.85906473742248,S,0.0402767609244619
gen:accept_a_svt:S0712,qwen3_vl_8b,Conflict,0.040080673385547265,4.098263874210797,0.8895287963100404,S,0.040080673385547265
gen:accept_a_svt:S0721,qwen3_vl_8b,Conflict,0.03384779323692834,7.7175786720458985,0.9611704167718916,S,0.03384779323692834
gen:accept_a_svt:S0735,qwen3_vl_8b,Conflict,0.015200942744011377,5.6547291443547945,0.8997534357480236,S,0.015200942744011377
gen:accept_a_svt:S0748,qwen3_vl_8b,Conflict,0.007849478141073231,9.485720228432653,0.9391389886684598,S,0.007849478141073231
gen:accept_a_svt:S0748,qwen3_vl_8b,Conflict,0.007849478141073231,9.485720228432653,0.9391389886684598,D,9.485720228432653
gen:accept_a_svt:S0751,qwen3_vl_8b,Conflict,0.009721400616163441,10.74376425733599,0.9015220255032168,S,0.009721400616163441
gen:accept_a_svt:S0755,qwen3_vl_8b,Conflict,0.011685109313476036,8.236924086551339,0.9333947403240571,S,0.011685109313476036
gen:accept_a_svt:S0762,qwen3_vl_8b,Conflict,0.008056722922731165,10.710934799145454,0.9167642257336556,S,0.008056722922731165
gen:accept_a_svt:S0762,qwen3_vl_8b,Conflict,0.008056722922731165,10.710934799145454,0.9167642257336556,D,10.710934799145454
gen:accept_a_svt:S0788,qwen3_vl_8b,Conflict,0.015321584841246372,4.851387853588133,0.8451978904466493,S,0.015321584841246372
gen:accept_a_svt:S0796,qwen3_vl_8b,Conflict,0.04132259115957313,6.406292166660663,0.9266455129898515,S,0.04132259115957313
gen:accept_a_svt:S0805,qwen3_vl_8b,Conflict,0.04409433531141072,6.539681803010358,0.9189435479032478,S,0.04409433531141072
gen:accept_a_svt:S0808,qwen3_vl_8b,Conflict,0.03774251358255402,6.76562979800819,0.9429453215205891,S,0.03774251358255402
gen:accept_c_svt:S0014,qwen3_vl_8b,Aligned,0.002407027221287004,8.52336797556315,-0.16420300605455046,S,0.002407027221287004
gen:accept_c_svt:S0014,qwen3_vl_8b,Aligned,0.002407027221287004,8.52336797556315,-0.16420300605455046,D,8.52336797556315
gen:accept_c_svt:S0016,qwen3_vl_8b,Aligned,0.002038774064226831,5.868681480320201,-0.5191841493677479,S,0.002038774064226831
gen:accept_c_svt:S0016,qwen3_vl_8b,Aligned,0.002038774064226831,5.868681480320201,-0.5191841493677479,D,5.868681480320201
gen:accept_c_svt:S0017,qwen3_vl_8b,Aligned,0.004363846954264211,8.637111665463868,-0.8704786250653792,S,0.004363846954264211
gen:accept_c_svt:S0017,qwen3_vl_8b,Aligned,0.004363846954264211,8.637111665463868,-0.8704786250653792,D,8.637111665463868
gen:accept_c_svt:S0022,qwen3_vl_8b,Aligned,0.002442652017082336,5.162241552783653,-0.7186201860023821,S,0.002442652017082336
gen:accept_c_svt:S0022,qwen3_vl_8b,Aligned,0.002442652017082336,5.162241552783653,-0.7186201860023821,D,5.162241552783653
gen:accept_c_svt:S0027,qwen3_vl_8b,Aligned,0.003264941875451375,3.8772043962152707,-0.6188414452771777,S,0.003264941875451375
gen:accept_c_svt:S0027,qwen3_vl_8b,Aligned,0.003264941875451375,3.8772043962152707,-0.6188414452771777,D,3.8772043962152707
gen:accept_c_svt:S0042,qwen3_vl_8b,Aligned,0.0029723518560960498,5.9834688586136116,-0.8969974072335937,S,0.0029723518560960498
gen:accept_c_svt:S0042,qwen3_vl_8b,Aligned,0.0029723518560960498,5.9834688586136116,-0.8969974072335937,D,5.9834688586136116
gen:accept_c_svt:S0043,qwen3_vl_8b,Aligned,0.0029050696683864965,8.467769678234726,-0.9156462071361273,S,0.0029050696683864965
gen:accept_c_svt:S0043,qwen3_vl_8b,Aligned,0.0029050696683864965,8.467769678234726,-0.9156462071361273,D,8.467769678234726
gen:accept_c_svt:S0054,qwen3_vl_8b,Aligned,0.004171173754644534,7.090367425171061,-0.11998999020838595,S,0.004171173754644534
