prompt_count,prompt_kv_end_to_end_seconds,state_index_mae,pareto,within_tolerance,knee
2,8.312151131615973,0.9611314160806351,True,False,False
4,16.01036509536207,0.2266727231503355,True,False,False
8,32.9182214908069,0.07701122208252542,True,True,True
16,64.8729346073931,0.050678306877959434,True,True,False
32,123.34440165378619,0.026941070148569266,True,True,False
64,244.6180185806239,0.0,True,True,False
